event,sentence
"('NOP', 'pts', '113')",Davis scored _STAT_ points and the Pelicans routed the lottery bound Los Angeles Lakers 113 92 on Wednesday night.
"('Cole,Norris', 'pts', '17')"," Six players scored in double digits for New Orleans, including PLAYER_FIRST PLAYER_LAST with STAT off the bench."
"('LAL', 'pts', '92')",Davis scored _STAT_ points and the Pelicans routed the lottery bound Los Angeles Lakers 113 92 on Wednesday night.
"('Clarkson,Jordan', 'fg3', '1')","Rookie PLAYER_FIRST PLAYER_LAST has become STAT of the few bright spots in a lost season for the Lakers, writes Baxter Holmes."
"('Clarkson,Jordan', 'pts', '18')"," PLAYER_FIRST PLAYER_LAST had STAT points, _STAT_ assists and seven rebounds for the Lakers, who dropped to 11 25 at home and 20 53 overall."
"('Clarkson,Jordan', 'ast', '10')"," PLAYER_FIRST PLAYER_LAST had 18 STAT assists and seven rebounds for the Lakers, who dropped to 11 25 at home and 20 53 overall."
"('Clarkson,Jordan', 'fg', '7')"," PLAYER_FIRST PLAYER_LAST had 18 _STAT_ assists and STAT rebounds for the Lakers, who dropped to 11 25 at home and 20 53 overall."
"('Clarkson,Jordan', 'trb', '7')"," PLAYER_FIRST PLAYER_LAST had 18 _STAT_ assists and STAT rebounds for the Lakers, who dropped to 11 25 at home and 20 53 overall."
"('Lin,Jeremy', 'pts', '10')",PLAYER_FIRST PLAYER_LAST scored STAT points in 28 minutes after sitting out two games with an upper respiratory infection.
"('Davis,Anthony', 'pts', '20')",PLAYER_LAST scored STAT points and the Pelicans routed the lottery bound Los Angeles Lakers 113 92 on Wednesday night.
"('Evans,Tyreke', 'pts', '16')",PLAYER_LAST had STAT points and eight assists.
"('Evans,Tyreke', 'ast', '8')",PLAYER_LAST had STAT assists.
"('Hill,Jordan', 'pts', '10')"," PLAYER_FIRST Clarkson had 18 points, STAT assists and seven rebounds for the Lakers, who dropped to 11 25 at home and 20 53 overall."
"('Hill,Jordan', 'trb', '7')"," PLAYER_FIRST Clarkson had 18 _STAT_ assists and STAT rebounds for the Lakers, who dropped to 11 25 at home and 20 53 overall."
"('Deng,Luol', 'pts', '17')",PLAYER_FIRST PLAYER_LAST and Hassan Whiteside each scored STAT for Miami.
"('Shumpert,Iman', 'pts', '17')","PLAYER_FIRST PLAYER_LAST added STAT points for the Cavs, who played without starting forward Kevin Love."
"('Thompson,Tristan', 'trb', '15')"," PLAYER_FIRST PLAYER_LAST added STAT rebounds for Cleveland, a league best 30 7 since Jan."
"('CLE', 'fg3', '15')"," Tristan Thompson added _STAT_ rebounds for Cleveland, a league best 30 7 since Jan."
"('Whiteside,Hassan', 'pts', '17')",Luol Deng and PLAYER_FIRST PLAYER_LAST each scored STAT for Miami.
"('Smith,J.R.', 'fg3', '3')",Smith's STAT pointer in the final seconds to take a 91 72 lead.
"('Smith,Josh', 'pts', '15')","Trevor Ariza scored 19, and PLAYER_FIRST PLAYER_LAST had all STAT of his points in the second half and finished with a game high 12 rebounds."
"('Smith,Josh', 'trb', '12')","Trevor Ariza scored 19, and PLAYER_FIRST PLAYER_LAST had all 15 of his in the second half and finished with a game high STAT rebounds."
"('Nowitzki,Dirk', 'pts', '21')",PLAYER_FIRST PLAYER_LAST led Dallas with STAT points.
"('Parsons,Chandler', 'pts', '11')",PLAYER_LAST scored STAT points before leaving.
"('PHO', 'fg3', '5')","With Archie Goodwin guarding him and Bledsoe trying to strip the ball, Barnes rose up and finished from 5 feet out to finish off Phoenix."
"('Thompson,Klay', 'fg3', '2')","Two possessions later, Curry found PLAYER_LAST in transition for a tying 3 pointer from the top of the arc with 34.7 seconds remaining."
"('Barnes,Harrison', 'fg', '2')",   PLAYER_FIRST PLAYER_LAST made STAT huge defensive mistakes in the final minute.
"('IND', 'pts', '93')",Rodney Stuckey scored _STAT_ points off the bench to lead the Pacers to a 93 74 victory over the Hornets on Friday night.
"('IND', 'fg3', '8')","After giving up 100 or more in eight of the previous 10 games, Indiana gave up its fewest of the season."
"('Stephenson,Lance', 'fg', '4')","NOT A WARM WELCOME Stephenson, who was with the Pacers the last STAT seasons, didn't receive a warm welcome back."
"('Stuckey,Rodney', 'pts', '15')",PLAYER_FIRST PLAYER_LAST scored STAT points off the bench to lead the Pacers to a 93 74 victory over the Hornets on Friday night.
"('CHO', 'pts', '74')",Rodney Stuckey scored _STAT_ points off the bench to lead the Pacers to a 93 74 victory over the Hornets on Friday night.
"('Watson,C.J.', 'pts', '13')","PLAYER_LAST had STAT points and four steals, and C.J."
"('Watson,C.J.', 'stl', '4')","PLAYER_LAST had STAT steals, and C.J."
"('Miles,C.J.', 'pts', '12')","PLAYER_LAST added STAT points and six rebounds for the Pacers, who snapped a two game skid."
"('Miles,C.J.', 'trb', '6')","PLAYER_LAST added STAT rebounds for the Pacers, who snapped a two game skid."
"('CHO', 'fg', '28')", Henderson scored to give the Hornets a 28 23 lead early in the second quarter.
"('Gortat,Marcin', 'pts', '19')"," PLAYER_FIRST PLAYER_LAST led Washington with STAT points, Beal added 18, and Otto Porter, starting his second straight game, scored 17."
"('Gooden,Drew', 'fg', '3')",Washington led 30 8 after PLAYER_FIRST PLAYER_LAST and Porter (two) combined for STAT straight STAT pointers.
"('Gooden,Drew', 'fg', '3')",Washington led 30 8 after PLAYER_FIRST PLAYER_LAST and Porter (two) combined for STAT straight STAT pointers.
"('Porter,Otto', 'fg3', '2')","Two trips later, Wall lofted an alley oop pass that PLAYER_LAST slammed home."
"('NYK', 'fg3', '7')",Wizards: Have won seven straight against the Knicks.
"('Wall,John', 'fg', '3')"," PLAYER_LAST scored _STAT_ in the first STAT games of Washington's five game homestand, and had _STAT_ assists in the final two."
"('Ledo,Ricky', 'pts', '21')","Reserve PLAYER_FIRST PLAYER_LAST scored a career high STAT points for the Knicks, who have dropped nine straight."
"('Bargnani,Andrea', 'pts', '2')","PLAYER_FIRST Bargnani, averaging 20.3 points over last three games coming in, finished with STAT points in 19 minutes."
"('Wall,John', 'fg3', '0')",PLAYER_LAST started a pair of highlight reel plays early in a 19 STAT first quarter run.
"('WAS', 'fg3', '7')",Wizards: Have won seven straight against the Knicks.
"('Thomas,Isaiah', 'pts', '23')",Boston was led by PLAYER_FIRST PLAYER_LAST with STAT and Avery Bradley and Jonas Jerebko with 17 each.
"('Mayo,O.J.', 'pts', '24')",PLAYER_LAST led Milwaukee with STAT points.
"('MIL', 'ast', '31')",PASS THAT BALL The Bucks did a much better job of finding the open man with assists on 31 of their 45 baskets.
"('MIL', 'fg', '45')",PASS THAT BALL The Bucks did a much better job of finding the open man with assists on 31 of their 45 baskets.
"('Bradley,Avery', 'pts', '17')",Boston was led by Isaiah Thomas with 23 and PLAYER_FIRST PLAYER_LAST and Jonas Jerebko with STAT each.
"('Jerebko,Jonas', 'pts', '17')",Boston was led by Isaiah Thomas with 23 and Avery Bradley and PLAYER_FIRST PLAYER_LAST with STAT each.
"('BOS', 'ast', '19')",The Celtics had _STAT_ assists on _STAT_ field goals.
"('BOS', 'fg', '39')",The Celtics had _STAT_ assists on _STAT_ field goals.
"('Lopez,Brook', 'orb', '10')",PLAYER_LAST tied his career high with STAT offensive rebounds.
"('BRK', 'ast', '21')",The Nets finished with _STAT_ assists and have had 20 or more in every game during their winning streak.
"('Young,Thaddeus', 'pts', '29')","Young, acquired from Minnesota for Kevin Garnett in February, tied his season high with STAT points."
"('Lopez,Brook', 'pts', '30')"," PLAYER_LAST had his fifth STAT point game in the last nine, while Williams also handed out 11 assists."
"('Lopez,Brook', 'fg3', '0')"," PLAYER_LAST had his fifth 30 point game in the last nine, while Williams also handed out 11 assists."
"('Williams,Deron', 'fg', '11')"," Lopez had his fifth 30 point game in the last nine, while PLAYER_LAST also handed out STAT assists."
"('Williams,Deron', 'ast', '11')"," Lopez had his fifth 30 point game in the last nine, while PLAYER_LAST also handed out STAT assists."
"('Lopez,Brook', 'pts', '30')","Nets: PLAYER_LAST has two STAT point, 15 rebound games in the last two weeks after never having one previously."
"('Gasol,Pau', 'fg3', '0')","Chicago took a 53 37 lead with 9:48 left in the third on Gasol's jumper, but the Pistons answered with a 13 STAT run."
"('Gasol,Pau', 'ft', '4')","PLAYER_LAST hit the free throw, giving Chicago a STAT point lead and finishing an important win for the Bulls."
"('Gasol,Pau', 'fg3', '0')","PLAYER_LAST hit the free throw, giving Chicago a four point lead and finishing an important win for the Bulls."
"('Drummond,Andre', 'trb', '22')","Reggie Jackson had STAT nine assists for Detroit, while PLAYER_LAST had 14 STAT rebounds and six blocks."
"('Drummond,Andre', 'pts', '14')","Reggie Jackson had _STAT_ points and nine assists for Detroit, while PLAYER_LAST had STAT points, _STAT_ rebounds and six blocks."
"('Drummond,Andre', 'trb', '22')","Reggie Jackson had STAT nine assists for Detroit, while PLAYER_LAST had 14 STAT rebounds and six blocks."
"('Drummond,Andre', 'blk', '6')","Reggie Jackson had nine assists for Detroit, while PLAYER_LAST had 14 _STAT_ rebounds and STAT blocks."
"('DET', 'ast', '14')","Reggie Jackson had nine assists for Detroit, while Drummond had 14 _STAT_ rebounds and six blocks."
"('DET', 'fg3', '6')","Reggie Jackson had nine assists for Detroit, while Drummond had 14 _STAT_ rebounds and six blocks."
"('CHI', 'fg3', '4')","Gasol hit the free throw, giving Chicago a four point lead and finishing an important win for the Bulls."
"('Caldwell-Pope,Kentavious', 'pts', '14')",PLAYER_FIRST Caldwell Pope added STAT points as the Pistons fell to 24 24 since starting the season 5 23.
"('Prince,Tayshaun', 'pts', '4')","     TIP INS Pistons: PLAYER_FIRST PLAYER_LAST scored STAT points to get within 18 of 10,000 as a member of the Pistons."
"('Jackson,Reggie', 'pts', '22')","PLAYER_FIRST PLAYER_LAST had STAT points and nine assists for Detroit, while Drummond had 14 points, STAT rebounds and six blocks."
"('Jackson,Reggie', 'fg', '9')","PLAYER_FIRST PLAYER_LAST had STAT assists for Detroit, while Drummond had 14 _STAT_ rebounds and six blocks."
"('Jackson,Reggie', 'ast', '9')","PLAYER_FIRST PLAYER_LAST had STAT assists for Detroit, while Drummond had 14 _STAT_ rebounds and six blocks."
"('Jackson,Reggie', 'pts', '22')","PLAYER_FIRST PLAYER_LAST had STAT points and nine assists for Detroit, while Drummond had 14 points, STAT rebounds and six blocks."
"('Green,Jeff', 'pts', '22')",PLAYER_LAST scored STAT points and Marc Gasol added 19 as the Grizzlies defeated the Oklahoma City Thunder 100 92 on Friday night.
"('Randolph,Zach', 'pts', '14')"," PLAYER_FIRST PLAYER_LAST finished with STAT points for Memphis, while Mike Conley and Courtney Lee scored 13 apiece."
"('Westbrook,Russell', 'fg', '5')","PLAYER_LAST scored 18, but connected on only STAT of his 20 shots."
"('Kanter,Enes', 'pts', '24')",PLAYER_FIRST PLAYER_LAST led the Thunder with STAT points and 17 rebounds.
"('Kanter,Enes', 'trb', '17')",PLAYER_FIRST PLAYER_LAST led the Thunder with STAT rebounds.
"('Lee,Courtney', 'pts', '13')"," Zach Randolph finished with _STAT_ points for Memphis, while Mike Conley and PLAYER_FIRST PLAYER_LAST scored STAT apiece."
"('Conley,Mike', 'pts', '13')"," Zach Randolph finished with _STAT_ points for Memphis, while PLAYER_FIRST PLAYER_LAST and Courtney Lee scored STAT apiece."
"('Singler,Kyle', 'pts', '13')",Anthony Morrow and PLAYER_FIRST PLAYER_LAST scored STAT each.
"('OKC', 'pts', '92')",Green scored _STAT_ points and Marc Gasol added 19 as the Grizzlies defeated the Oklahoma City Thunder 100 92 on Friday night.
"('Gasol,Marc', 'pts', '19')",Green scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT as the Grizzlies defeated the Oklahoma City Thunder 100 92 on Friday night.
"('MEM', 'pts', '100')",Green scored _STAT_ points and Marc Gasol added 19 as the Grizzlies defeated the Oklahoma City Thunder 100 92 on Friday night.
"('Morrow,Anthony', 'fg3', '1')","""They are STAT of those teams that is going to grind you down at the end of the shot clock,"" PLAYER_LAST said of Memphis."
"('Westbrook,Russell', 'fg3', '0')"," The Thunder led through much of the first half as PLAYER_LAST was not only scoring early, but putting pressure on Memphis' point guard."
"('Morrow,Anthony', 'pts', '13')",PLAYER_FIRST PLAYER_LAST and Kyle Singler scored STAT each.
"('Wiggins,Andrew', 'pts', '22')"," PLAYER_FIRST PLAYER_LAST scored STAT points for the Timberwolves, who once again had only eight healthy players."
"('Payne,Adreian', 'pts', '12')","Vucevic hit 10 of his first STAT shots, using superior size and strength to have his way with Justin Hamilton, PLAYER_FIRST PLAYER_LAST and Chase Budinger."
"('Budinger,Chase', 'pts', '12')","Vucevic hit 10 of his first STAT shots, using superior size and strength to have his way with Justin Hamilton, Adreian Payne and PLAYER_FIRST Budinger."
"('Martin,Kevin', 'pts', '12')","PLAYER_FIRST PLAYER_LAST returned from a six game absence with a strained hamstring, but had STAT points on 3 for STAT shooting."
"('Martin,Kevin', 'fg', '3')","PLAYER_FIRST PLAYER_LAST returned from a six game absence with a strained hamstring, but had _STAT_ on STAT for _STAT_ shooting."
"('Martin,Kevin', 'pts', '12')","PLAYER_FIRST PLAYER_LAST returned from a six game absence with a strained hamstring, but had STAT points on 3 for STAT shooting."
"('Harris,Tobias', 'pts', '25')", PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ boards to help the Magic snap a three game skid.
"('Harris,Tobias', 'trb', '12')", PLAYER_FIRST PLAYER_LAST added STAT boards to help the Magic snap a three game skid.
"('Vucevic,Nikola', 'fg', '18')","That's when Harris and Vucevic, who made STAT of 25 shots, took control again."
"('Harris,Tobias', 'pts', '25')","That's when PLAYER_LAST and Vucevic, who made 18 of STAT shots, took control again."
"('Hickson,J.J.', 'pts', '4')","PLAYER_LAST (right knee soreness) was questionable, but he played 23 minutes, collecting STAT points and six rebounds."
"('Hickson,J.J.', 'trb', '6')","PLAYER_LAST (right knee soreness) was questionable, but he played 23 minutes, collecting four STAT rebounds."
"('Gallinari,Danilo', 'pts', '20')",PLAYER_FIRST Galinari scored STAT points to lead Denver and Jameer Nelson added 14.
"('Splitter,Tiago', 'pts', '7')",PLAYER_LAST was key to the team's early run with STAT points and two rebounds on 3 for 4 shooting.
"('Splitter,Tiago', 'orb', '2')",PLAYER_LAST was key to the team's early run with seven STAT rebounds on 3 for 4 shooting.
"('Splitter,Tiago', 'trb', '2')",PLAYER_LAST was key to the team's early run with seven STAT rebounds on 3 for 4 shooting.
"('Splitter,Tiago', 'fg', '3')",PLAYER_LAST was key to the team's early run with seven two rebounds on STAT for 4 shooting.
"('Pondexter,Quincy', 'fg', '6')","The Pelicans shot 14 of 29 from 3 point range, including a career high STAT 3s by Pondexter, who had 18 points."
"('Pondexter,Quincy', 'fg3', '6')","The Pelicans shot 14 of 29 from 3 point range, including a career high STAT 3s by Pondexter, who had 18 points."
"('Pondexter,Quincy', 'pts', '18')","The Pelicans shot 14 of 29 from 3 point range, including a career high six 3s by Pondexter, who had STAT points."
"('Davis,Anthony', 'pts', '20')",PLAYER_LAST had STAT points and 10 boards.
"('Davis,Anthony', 'trb', '10')",PLAYER_LAST had STAT boards.
"('NOP', 'fg3', '14')","The Pelicans shot 14 of 29 from 3 point range, including a career high six 3s by Pondexter, who had 18 points."
"('Cousins,DeMarcus', 'fg3', '0')", The Pelicans led 71 53 midway through the third quarter before PLAYER_LAST and the Kings came roaring back with a 16 STAT run.
"('Evans,Tyreke', 'pts', '19')"," PLAYER_LAST finished with STAT points, _STAT_ rebounds and nine assists against his former team."
"('Evans,Tyreke', 'trb', '12')", PLAYER_LAST finished with 19 STAT rebounds and nine assists against his former team.
"('Evans,Tyreke', 'ast', '9')", PLAYER_LAST finished with 19 _STAT_ rebounds and STAT assists against his former team.
