event,sentence
"('UTA', 'fg', '42')",Utah went 17 of 21 (81 percent) from the floor in the quarter and scored on its final 10 possessions to take a 42 21 lead at the end of the period.
"('DET', 'pts', '79')",No one could have scripted a better start to Utah's 110 79 victory over the Detroit Pistons on Tuesday night than what unfolded for the Jazz in the first quarter.
"('UTA', 'ast', '29')",The Jazz registered 29 assists on 42 field goals.
"('UTA', 'fg', '42')",The Jazz registered 29 assists on 42 field goals.
"('UTA', 'pts', '110')",No one could have scripted a better start to Utah's 110 79 victory over the Detroit Pistons on Tuesday night than what unfolded for the Jazz in the first quarter.
"('DET', 'fg3', '5')", points for Detroit over his last five games.
"('Ingles,Joe', 'pts', '17')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Ingles,Joe', 'trb', '7')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Ingles,Joe', 'ast', '7')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Ingles,Joe', 'trb', '7')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Ingles,Joe', 'ast', '7')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Drummond,Andre', 'pts', '13')"," Luke Kennard scored 18 points and Andre Drummond had 13 points and 11 rebounds for the Pistons, who have lost 11 of 14."
"('Drummond,Andre', 'trb', '11')"," Luke Kennard scored 18 points and Andre Drummond had 13 points and 11 rebounds for the Pistons, who have lost 11 of 14."
"('Drummond,Andre', 'trb', '11')"," Luke Kennard scored 18 points and Andre Drummond had 13 points and 11 rebounds for the Pistons, who have lost 11 of 14."
"('Mitchell,Donovan', 'fg3', '3')",Donovan Mitchell hit a buzzer beating 3 pointer to end the third quarter and put the Jazz ahead 81 51.
"('DET', 'fg', '30')",The Pistons never shot better than 40 percent from the field in any quarter and shot just 30 of 80 (37.5 percent) overall.
"('DET', 'ft', '14')",The Pistons collected a season high 14 steals and forced 24 turnovers overall.
"('DET', 'stl', '14')",The Pistons collected a season high 14 steals and forced 24 turnovers overall.
"('Ingles,Joe', 'fg3', '3')",Gobert dunked and Ingles turned a steal into a transition 3 pointer to push Utah's lead to 52 31.
"('Gobert,Rudy', 'pts', '22')"," Gobert had 22 points and 12 rebounds, one of six Jazz players who scored in double figures."
"('Gobert,Rudy', 'trb', '12')"," Gobert had 22 points and 12 rebounds, one of six Jazz players who scored in double figures."
"('Jerebko,Jonas', 'fg3', '3')","Four players    Rudy Gobert, Jonas Jerebko, Derrick Favors and Jae Crowder    each went 3 for 3 from the field in the period."
"('Jerebko,Jonas', 'fg3', '3')","Four players    Rudy Gobert, Jonas Jerebko, Derrick Favors and Jae Crowder    each went 3 for 3 from the field in the period."
"('Jerebko,Jonas', 'pts', '16')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Jerebko,Jonas', 'trb', '8')","Joe Ingles added 17 points, seven assists and seven rebounds, and Jerebko had 16 points and eight rebounds."
"('Kennard,Luke', 'pts', '18')"," Luke Kennard scored 18 points and Andre Drummond had 13 points and 11 rebounds for the Pistons, who have lost 11 of 14."
"('Warren,T.J.', 'pts', '19')","Warren and Josh Jackson scored 19 apiece and Devin Booker added 17 for the Suns, losers of six straight and 21 of their last 23."
"('Jackson,Josh', 'pts', '19')","Warren and Josh Jackson scored 19 apiece and Devin Booker added 17 for the Suns, losers of six straight and 21 of their last 23."
"('Jackson,Josh', 'fg', '6')","Warren and Josh Jackson scored 19 apiece and Devin Booker added 17 for the Suns, losers of six straight and 21 of their last 23."
"('Jackson,Josh', 'ft', '6')","Warren and Josh Jackson scored 19 apiece and Devin Booker added 17 for the Suns, losers of six straight and 21 of their last 23."
"('Clarkson,Jordan', 'pts', '23')"," Jordan Clarkson scored 23 points and Kyle Korver had 22 for the Cavaliers, who bounced back from losses to the Clippers and Lakers with a dominating victory."
"('PHO', 'fg3', '6')","Warren and Josh Jackson scored 19 apiece and Devin Booker added 17 for the Suns, losers of six straight and 21 of their last 23."
"('Korver,Kyle', 'fg3', '5')",Korver went 5 for 6 from 3 point range in his first start of the season.
"('Korver,Kyle', 'ft', '5')",Korver went 5 for 6 from 3 point range in his first start of the season.
"('Korver,Kyle', 'fg', '6')",Korver went 5 for 6 from 3 point range in his first start of the season.
"('Booker,Devin', 'pts', '17')","Warren and Josh Jackson scored 19 apiece and Devin Booker added 17 for the Suns, losers of six straight and 21 of their last 23."
"('James,LeBron', 'pts', '28')","James, averaging a triple double over his last 15 games, had 28 points, 13 rebounds and 11 assists."
"('James,LeBron', 'ft', '13')","James, averaging a triple double over his last 15 games, had 28 points, 13 rebounds and 11 assists."
"('James,LeBron', 'ast', '11')","James, averaging a triple double over his last 15 games, had 28 points, 13 rebounds and 11 assists."
"('PHO', 'fg3', '6')",Suns: The Suns made 6 of 31 3s.
"('Korver,Kyle', 'pts', '22')"," Jordan Clarkson scored 23 points and Kyle Korver had 22 for the Cavaliers, who bounced back from losses to the Clippers and Lakers with a dominating victory."
"('PHO', 'fg', '38')","The Suns shot just 26 percent, including 1 of 9 on 3 pointers, and trailed 38 18 after one quarter."
"('DEN', 'pts', '103')","Isaiah Thomas scored 12 of his 23 points in the fourth quarter, and the Lakers rallied to beat the Nuggets 112 103 on Tuesday night."
"('Ball,Lonzo', 'trb', '9')","DROPPING THE BALL Ball had nine rebounds and a game high eight assists, but finished with just five points on 2 for 11 shooting."
"('Ball,Lonzo', 'ast', '8')","DROPPING THE BALL Ball had nine rebounds and a game high eight assists, but finished with just five points on 2 for 11 shooting."
"('Ball,Lonzo', 'pts', '5')","DROPPING THE BALL Ball had nine rebounds and a game high eight assists, but finished with just five points on 2 for 11 shooting."
"('Ball,Lonzo', 'fg', '2')","DROPPING THE BALL Ball had nine rebounds and a game high eight assists, but finished with just five points on 2 for 11 shooting."
"('LAL', 'fg3', '15')",Kuzma made five of Los Angeles' 15 3 pointers.
"('Murray,Jamal', 'pts', '18')","Jamal Murray finished with 18 points, six rebounds and four assists."
"('Kuzma,Kyle', 'pts', '26')"," Julius Randle and Kyle Kuzma each had 26 points and 13 rebounds for Los Angeles, which trailed by as many as 13."
"('Kuzma,Kyle', 'trb', '13')"," Julius Randle and Kyle Kuzma each had 26 points and 13 rebounds for Los Angeles, which trailed by as many as 13."
"('Jokic,Nikola', 'pts', '15')","Nikola Jokic added 15 points, nine rebound and five assists."
"('Thomas,Isaiah', 'pts', '23')","Isaiah Thomas scored 12 of his 23 points in the fourth quarter, and the Lakers rallied to beat the Nuggets 112 103 on Tuesday night."
"('Randle,Julius', 'pts', '26')"," Julius Randle and Kyle Kuzma each had 26 points and 13 rebounds for Los Angeles, which trailed by as many as 13."
"('Randle,Julius', 'trb', '13')"," Julius Randle and Kyle Kuzma each had 26 points and 13 rebounds for Los Angeles, which trailed by as many as 13."
"('LAL', 'pts', '112')","Isaiah Thomas scored 12 of his 23 points in the fourth quarter, and the Lakers rallied to beat the Nuggets 112 103 on Tuesday night."
"('Chandler,Wilson', 'pts', '26')"," Wilson Chandler had 26 points and 10 rebounds for Denver, which beat Los Angeles 125 116 on Friday night."
"('Chandler,Wilson', 'trb', '10')"," Wilson Chandler had 26 points and 10 rebounds for Denver, which beat Los Angeles 125 116 on Friday night."
"('ORL', 'ft', '20')", Augustin and Simmons combined for 20 points as the Magic closed out the first quarter on a 27 7 run to take a 16 point lead.
"('MIL', 'pts', '117')",Augustin added 32 and the Magic bounced back from an embarrassing defeat to beat the Bucks 126 117 on Wednesday night.
"('MIL', 'fg3', '10')","Giannis Antetokounmpo scored 38 points for Milwaukee, which has lost seven of 10 while battling for playoff positioning."
"('Simmons,Jonathon', 'fg3', '7')"," Simmons was 7 of 12 from 3 point range, Augustin hit 6 of 9, and the Magic set a franchise record at home with 18 3s in 34 attempts."
"('Simmons,Jonathon', 'ft', '6')"," Simmons was 7 of 12 from 3 point range, Augustin hit 6 of 9, and the Magic set a franchise record at home with 18 3s in 34 attempts."
"('Augustin,D.J.', 'fg3', '6')"," Simmons was 7 of 12 from 3 point range, Augustin hit 6 of 9, and the Magic set a franchise record at home with 18 3s in 34 attempts."
"('Simmons,Jonathon', 'pts', '35')","Jonathon Simmons scored a career high 35 points, D.J."
"('Simmons,Jonathon', 'fg3', '7')", Augustin and Simmons combined for 20 points as the Magic closed out the first quarter on a 27 7 run to take a 16 point lead.
"('Augustin,D.J.', 'pts', '32')",Augustin added 32 and the Magic bounced back from an embarrassing defeat to beat the Bucks 126 117 on Wednesday night.
"('Antetokounmpo,Giannis', 'pts', '38')","Giannis Antetokounmpo scored 38 points for Milwaukee, which has lost seven of 10 while battling for playoff positioning."
"('MIL', 'fg3', '10')"," TIP INS Bucks: G Brandon Jennings, who returned to the NBA with 16 points and 12 assists in Monday night's win at Memphis after signing a 10 day contract, had two points Wednesday night."
"('ORL', 'pts', '126')",Augustin added 32 and the Magic bounced back from an embarrassing defeat to beat the Bucks 126 117 on Wednesday night.
"('ORL', 'fg3', '18')"," Simmons was 7 of 12 from 3 point range, Augustin hit 6 of 9, and the Magic set a franchise record at home with 18 3s in 34 attempts."
"('Jennings,Brandon', 'pts', '2')"," TIP INS Bucks: G Brandon Jennings, who returned to the NBA with 16 points and 12 assists in Monday night's win at Memphis after signing a 10 day contract, had two points Wednesday night."
"('Vucevic,Nikola', 'pts', '22')","Nikola Vucevic had 22 points, nine rebounds and nine assists for the Magic, who were routed 108 72 Tuesday night in San Antonio, their fifth straight loss."
"('WAS', 'ft', '21')",TIP INS Wizards: Outscored the Celtics 29 21 in the third quarter and outrebounded Boston 15 6 in the period.
"('Beal,Bradley', 'pts', '34')","Bradley Beal scored 34 points, including four in the second extra period, and the Wizards rallied from 20 points down to beat the short handed Celtics 125 124 on Wednesday night."
"('Rozier,Terry', 'pts', '21')","I feel like there were times we should have pulled away with it,"" said Terry Rozier, who had 21 points and nine assists for Boston."
"('Rozier,Terry', 'ast', '9')","I feel like there were times we should have pulled away with it,"" said Terry Rozier, who had 21 points and nine assists for Boston."
"('Mahinmi,Ian', 'pts', '14')","Markieff Morris scored 20 points, Ian Mahinmi added 14 and Tomas Satoransky had 10 points for Washington, which played the night before but still had enough energy at the end to rally past the weary Celtics."
"('WAS', 'pts', '125')","Bradley Beal scored 34 points, including four in the second extra period, and the Wizards rallied from 20 points down to beat the short handed Celtics 125 124 on Wednesday night."
"('Satoransky,Tomas', 'pts', '10')","Markieff Morris scored 20 points, Ian Mahinmi added 14 and Tomas Satoransky had 10 points for Washington, which played the night before but still had enough energy at the end to rally past the weary Celtics."
"('Morris,Marcus', 'pts', '31')","Marcus Morris led Boston with 31 points and pulled down nine rebounds, but made a costly defensive error in the closing seconds of regulation."
"('Morris,Marcus', 'trb', '9')","Marcus Morris led Boston with 31 points and pulled down nine rebounds, but made a costly defensive error in the closing seconds of regulation."
"('Tatum,Jayson', 'pts', '19')",Tatum scored 19 points for the Celtics.
"('Morris,Markieff', 'pts', '20')","Markieff Morris scored 20 points, Ian Mahinmi added 14 and Tomas Satoransky had 10 points for Washington, which played the night before but still had enough energy at the end to rally past the weary Celtics."
"('Beal,Bradley', 'fg3', '3')","SECOND CHANCES Beal missed a 3 pointer with 5 seconds left in the fourth quarter that would have tied it at 106, but the Celtics knocked the rebound out of bounds and the Wizards had one more chance."
"('Beal,Bradley', 'ft', '3')","SECOND CHANCES Beal missed a 3 pointer with 5 seconds left in the fourth quarter that would have tied it at 106, but the Celtics knocked the rebound out of bounds and the Wizards had one more chance."
"('Meeks,Jodie', 'fg', '3')",Meeks made the open 3 to force overtime.
"('BOS', 'pts', '124')","Bradley Beal scored 34 points, including four in the second extra period, and the Wizards rallied from 20 points down to beat the short handed Celtics 125 124 on Wednesday night."
